label,area,perimeter,eccentricity,solidity,equivalent_diameter,major_axis_length,minor_axis_length,orientation,min_calliper,max_calliper,smallest_largest_calliper,min_radius,max_radius,med_radius,avg_radius,mode_radius,d25_radius,d75_radius,std_radius,feret_max,centroid-0,centroid-1,bbox_area,convex_area,concavity,a_r,shape_factor,area_bbarea,avg_curvature,std_curvature,npolarity_changes,max_posi_curv,avg_posi_curv,med_posi_curv,std_posi_curv,sum_posi_curv,len_posi_curv,max_neg_curv,avg_neg_curv,med_neg_curv,std_neg_curv,sum_neg_curv,len_neg_curv,num_prominant_pos_curv,prominance_prominant_pos_curv,width_prominant_pos_curv,prominant_pos_curv,num_prominant_neg_curv,prominance_prominant_neg_curv,width_prominant_neg_curv,prominant_neg_curv,frac_peri_w_posi_curvature,frac_peri_w_neg_curvature,frac_peri_w_polarity_changes,int_min,int_d25,int_median,int_d75,int_max,int_mean,int_mode,int_sd,kurtosis,skewness,entropy,i80_i20,nhigh_nlow,hc_area_ec_area,hc_area_nuc_area,hc_content_ec_content,hc_content_dna_content,contrast_1,contrast_5,contrast_20,dissimilarity_1,dissimilarity_5,dissimilarity_20,homogeneity_1,homogeneity_5,homogeneity_20,asm_1,asm_5,asm_20,energy_1,energy_5,energy_20,correlation_1,correlation_5,correlation_20,weighted_centroid-0,weighted_centroid-1,weighted_moments-0-0,weighted_moments-0-1,weighted_moments-0-2,weighted_moments-0-3,weighted_moments-1-0,weighted_moments-1-1,weighted_moments-1-2,weighted_moments-1-3,weighted_moments-2-0,weighted_moments-2-1,weighted_moments-2-2,weighted_moments-2-3,weighted_moments-3-0,weighted_moments-3-1,weighted_moments-3-2,weighted_moments-3-3,weighted_moments_normalized-0-0,weighted_moments_normalized-0-1,weighted_moments_normalized-0-2,weighted_moments_normalized-0-3,weighted_moments_normalized-1-0,weighted_moments_normalized-1-1,weighted_moments_normalized-1-2,weighted_moments_normalized-1-3,weighted_moments_normalized-2-0,weighted_moments_normalized-2-1,weighted_moments_normalized-2-2,weighted_moments_normalized-2-3,weighted_moments_normalized-3-0,weighted_moments_normalized-3-1,weighted_moments_normalized-3-2,weighted_moments_normalized-3-3,weighted_moments_central-0-0,weighted_moments_central-0-1,weighted_moments_central-0-2,weighted_moments_central-0-3,weighted_moments_central-1-0,weighted_moments_central-1-1,weighted_moments_central-1-2,weighted_moments_central-1-3,weighted_moments_central-2-0,weighted_moments_central-2-1,weighted_moments_central-2-2,weighted_moments_central-2-3,weighted_moments_central-3-0,weighted_moments_central-3-1,weighted_moments_central-3-2,weighted_moments_central-3-3,weighted_moments_hu-0,weighted_moments_hu-1,weighted_moments_hu-2,weighted_moments_hu-3,weighted_moments_hu-4,weighted_moments_hu-5,weighted_moments_hu-6,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_normalized-0-0,moments_normalized-0-1,moments_normalized-0-2,moments_normalized-0-3,moments_normalized-1-0,moments_normalized-1-1,moments_normalized-1-2,moments_normalized-1-3,moments_normalized-2-0,moments_normalized-2-1,moments_normalized-2-2,moments_normalized-2-3,moments_normalized-3-0,moments_normalized-3-1,moments_normalized-3-2,moments_normalized-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
1,{0: 6137.0},{0: 369.0020920410531},{0: 0.7810621609178067},{0: 0.9336680359044577},{0: 88.39610334194428},{0: 113.28953536178194},{0: 70.74402211684541},{0: -0.8731520679632843},{0: 73},{0: 116},{0: 0.6293103448275862},{0: 29.30837164082063},{0: 60.89899029891706},{0: 45.777899660260644},{0: 45.56252486106068},{0: 29.30837164082063},{0: 38.19280676863637},{0: 52.343678282628126},{0: 8.48498032128819},{0: 115.62439189029277},{0: 51.88137526478736},{0: 51.67785562978654},{0: 9900.0},{0: 6573.0},{0: 0.06633196409554237},{0: 0.6244532815050348},{0: 1.7655973546141512},{0: 0.61989898989899},{0: 0.013097489161140091},{0: 0.10458504331859152},{0: 83},{0: 0.4142135623730951},{0: 0.08555070715336666},{0: 0.07142857142857142},{0: 0.06635806552030372},{0: 13.688113144538665},{0: 160},{0: 0.3567891723253309},{0: 0.08054354468624379},{0: 0.054669086858868565},{0: 0.07515564224322183},{0: 9.7457689070355},{0: 121},{0: 11},{0: 0.2571049913978241},{0: 8.32838859503547},{0: 0.15253392107944286},{0: 7},{0: 0.22023738041062413},{0: 9.11601548659166},{0: -0.10099215273769821},{0: 0.43360187774274},{0: 0.3279114200429471},{0: 0.22493097407904636},{0: 18.36347007751465},{0: 127.46166229248047},{0: 150.0},{0: 150.0},{0: 150.0},{0: 135.3756561279297},{0: 150.0},{0: 24.745752334594727},{0: 2.529843513265538},{0: -1.7918672504339994},{0: 3.904592831012019},{0: 1.2708709106253413},{0: 3.0308692120227456},{0: 0.0},{0: 0.0},{0: 0.0},{0: 0.0},{0: 589.1075220302389},{0: 1944.476940004752},{0: 5834.376300617974},{0: 10.935063383786334},{0: 21.71255254815796},{0: 48.52495273049897},{0: 0.6635769889306526},{0: 0.5758418974242089},{0: 0.3905195872373454},{0: 0.2154882131121041},{0: 0.16231754525697512},{0: 0.09684883047551153},{0: 0.4641909404776261},{0: 0.40265387122467405},{0: 0.3103417285798902},{0: 0.936833014701684},{0: 0.7866859496442501},{0: 0.32268560848583683},{0: 52.57399237577448},{0: 51.045979977852866},{0: 830800.3661556244},{0: 42409018.85637283},{0: 2642839100.4343834},{0: 182315491521.22156},{0: 43678492.11605644},{0: 2051982742.9446754},{0: 120074587219.24489},{0: 7873585363292.722},{0: 2703290952.975004},{0: 121055513857.7574},{0: 6766660885099.674},{0: 424965035603053.1},{0: 184156979823.10907},{0: 8017821524307.949},{0: 432764103244351.44},{0: 2.6188254351657852e+16},{0: nan},{0: nan},{0: 0.0006925658020385325},{0: -2.2153629467839883e-06},{0: nan},{0: -0.0002573473834743894},{0: -1.169157525540156e-06},{0: -3.66714250360091e-07},{0: 0.000589569686333768},{0: 2.766791720474711e-06},{0: 3.624906773689196e-07},{0: 2.7389351989377994e-09},{0: -1.1993576428696515e-06},{0: -3.2136554102472457e-07},{0: -3.990659941850695e-09},{0: -3.8346381790193816e-10},{0: 830800.3661556244},{0: 0.0},{0: 478029173.0115911},{0: -1393755472.997137},{0: 0.0},{0: -177628691.074346},{0: -735554281.2444949},{0: -210289614367.61646},{0: 406938241.48012716},{0: 1740676898.4074736},{0: 207867637215.93835},{0: 1431594874231.335},{0: -754554138.0734825},{0: -184284727486.7843},{0: -2085850121525.0962},{0: -182688457542337.12},{0: 0.0012821354883723005},{0: 2.7551890297472693e-07},{0: 1.1590814250782408e-10},{0: 5.9139377954413936e-12},{0: 7.014510423586561e-23},{0: 7.979763243148723e-16},{0: -1.380357514904287e-22},{0: 6137.0},{0: 317147.0},{0: 20072901.0},{0: 1406468243.0},{0: 318396.0},{0: 14975481.0},{0: 882572937.0},{0: 58420692195.0},{0: 19677860.0},{0: 877697685.0},{0: 49178420105.0},{0: 3105620975811.0},{0: 1342456254.0},{0: 58079451297.0},{0: 3134085395577.0},{0: 190242662756199.0},{0: nan},{0: nan},{0: 0.09780014105123519},{0: -0.003917742129843622},{0: nan},{0: -0.03925737698950165},{0: -0.0020407170047805553},{0: -0.007655935513093277},{0: 0.08387693536799605},{0: 0.004814704467971398},{0: 0.007464133784581214},{0: 0.0006751167470107606},{0: -0.002117843130389107},{0: -0.0067819697390532575},{0: -0.0009873267398890443},{0: -0.0011261707655220003},{0: 6137.0},{0: -1.4551915228366852e-11},{0: 3683424.1205800883},{0: -11559156.802220374},{0: -4.3655745685100555e-11},{0: -1478541.521101516},{0: -6021061.893667184},{0: -1769565475.35824},{0: 3159037.641192765},{0: 14205611.818523102},{0: 1725233111.7550557},{0: 12224336965.051956},{0: -6248619.744569581},{0: -1567560160.9533513},{0: -17877522393.645363},{0: -1597455402199.0537},{0: 0.18167707641923125},{0: 0.006358422248881198},{0: 0.0003531922202720773},{0: 1.8098163833841965e-05},{0: 5.934375769151565e-10},{0: 3.561504771115448e-07},{0: -1.3196715166550183e-09}
2,{0: 4302.0},{0: 457.85490578343877},{0: 0.8383068853800296},{0: 0.8224048939017397},{0: 74.00997582387573},{0: 106.81492354112163},{0: 58.23535191489088},{0: 0.7375175814592492},{0: 55},{0: 107},{0: 0.514018691588785},{0: 10.746023818995832},{0: 53.793305398931324},{0: 33.88900567797066},{0: 34.51853655900214},{0: 10.746023818995832},{0: 27.52072573457685},{0: 42.48333069518726},{0: 10.521853411168456},{0: 105.94810050208545},{0: 39.63203161320316},{0: 47.82240818224082},{0: 7626.0},{0: 5231.0},{0: 0.17759510609826037},{0: 0.5451986481315171},{0: 3.8777113131474565},{0: 0.5641227380015735},{0: 0.019430678420267754},{0: 0.1221704760479592},{0: 155},{0: 0.585786437626905},{0: 0.10090429429486374},{0: 0.07993052800928775},{0: 0.08310703903797947},{0: 19.878145976088156},{0: 197},{0: 0.5},{0: 0.08364571473727342},{0: 0.0497389372927},{0: 0.09225545600804719},{0: 12.630502925328287},{0: 151},{0: 9},{0: 0.40168306693825545},{0: 11.855294532143382},{0: 0.19335319300816634},{0: 5},{0: 0.36904285174287954},{0: 8.412789743741055},{0: -0.16004943887772086},{0: 0.4302673128792011},{0: 0.3297988032728902},{0: 0.33853519541256943},{0: 7.177844047546387},{0: 94.49073028564453},{0: 137.4364776611328},{0: 150.0},{0: 150.0},{0: 121.22065734863281},{0: 150.0},{0: 33.84949493408203},{0: -0.39679591871569686},{0: -0.8858050478260953},{0: 4.787608526778531},{0: 1.7279246395367172},{0: 2.0870069605568444},{0: 0.0},{0: 0.0},{0: 0.0},{0: 0.0},{0: 772.6335516005981},{0: 2128.1937242564345},{0: 5794.6476905244035},{0: 14.056577270684036},{0: 25.323085190101523},{0: 52.38346731586449},{0: 0.5904421520158432},{0: 0.5051330430813312},{0: 0.33125709218580346},{0: 0.19398676259047498},{0: 0.14015436602116196},{0: 0.06933006143221881},{0: 0.4404092251965871},{0: 0.37406772676782435},{0: 0.2618104074676134},{0: 0.9091727826339047},{0: 0.7491207717805535},{0: 0.31043293326119026},{0: 36.59587970031252},{0: 47.07674467913179},{0: 521491.2770843506},{0: 24550111.703694344},{0: 1388468417.774024},{0: 86929896272.54549},{0: 19084432.04094124},{0: 1037050353.9353695},{0: 63946915566.30313},{0: 4248960119651.664},{0: 935129909.5732708},{0: 54594972972.7307},{0: 3499555283459.1626},{0: 238567376637983.1},{0: 53146677226.077545},{0: 3204615092493.1895},{0: 208792899704269.2},{0: 1.4381358730738488e+16},{0: nan},{0: nan},{0: 0.0008557690009446931},{0: -1.766551361770305e-06},{0: nan},{0: 0.0005097106554568426},{0: 4.245582535768911e-07},{0: 9.468856784992867e-07},{0: 0.0008704378994984194},{0: 2.171443994507884e-06},{0: 8.03226734372148e-07},{0: 3.7027468819063564e-09},{0: 8.141712420793844e-06},{0: 6.972876297138687e-07},{0: 5.899089966284076e-09},{0: 1.2276034643424752e-09},{0: 521491.2770843506},{0: -1.0782243487807153e-09},{0: 232729077.25504023},{0: -346931624.7312684},{0: -9.731593308970332e-11},{0: 138617419.39773676},{0: 83378659.62691005},{0: 134288459951.82967},{0: 236718330.45419547},{0: 426448168.6355456},{0: 113914576595.9057},{0: 379217782576.80206},{0: 1598944462.8488681},{0: 98890166008.36426},{0: 604156829397.8473},{0: 90791731592999.33},{0: 0.0017262069004431125},{0: 1.0394349857297559e-06},{0: 1.1574297027841284e-10},{0: 7.354493131062922e-11},{0: 5.025884139375199e-21},{0: 8.145575849613237e-15},{0: 4.558766168807236e-21},{0: 4302.0},{0: 205732.0},{0: 11725314.0},{0: 736599046.0},{0: 170497.0},{0: 9226568.0},{0: 563457950.0},{0: 37086069530.0},{0: 8849989.0},{0: 505496878.0},{0: 31708012404.0},{0: 2123627545972.0},{0: 522368875.0},{0: 30477040478.0},{0: 1929211333952.0},{0: 129891646207052.0},{0: nan},{0: nan},{0: 0.1019448599502784},{0: -0.003779737774568229},{0: nan},{0: 0.057976930072877936},{0: -0.0031848928590914737},{0: 0.013641060788794896},{0: 0.11308280310973501},{0: -0.0022906078351808447},{0: 0.01183917361866188},{0: -0.0007735892985691677},{0: 0.004727246493455051},{0: 0.009679505900156895},{0: -0.0004623312759010947},{0: 0.002136294988513495},{0: 4302.0},{0: -5.7411853049416095e-12},{0: 1886714.3198512322},{0: -4588150.827351786},{0: 1.3571366253017914e-11},{0: 1072990.8721524868},{0: -3866080.050523241},{0: 1086073863.4064898},{0: 2092846.5060437003},{0: -2780524.697992846},{0: 942611225.8162766},{0: -4039772183.832362},{0: 5738313.397288324},{0: 770662819.5282781},{0: -2414347033.4394403},{0: 731716495843.9589},{0: 0.21502766306001342},{0: 0.013569351460524797},{0: 0.00021353437789362593},{0: 3.9227950555234394e-05},{0: -2.9404154166122172e-09},{0: -2.555191356351558e-06},{0: -2.0600992578252015e-09}
